"ParticipantID","FM_ACC","FM_ACC_Interference","FM_ACC_Consistent","FM_ACC_Inconsistent","FM_ACC_Pure","FM_ACC_InterferencePure","FM_ACC_ConsistentPure","FM_ACC_InconsistentPure","FM_ACC_Mixed","FM_ACC_InterferenceMixed","FM_ACC_ConsistentMixed","FM_ACC_InconsistentMixed","FM_ACC_Repeat","FM_ACC_InterferenceRepeat","FM_ACC_ConsistentRepeat","FM_ACC_InconsistentRepeat","FM_ACC_Switch","FM_ACC_InterferenceSwitch","FM_ACC_ConsistentSwitch","FM_ACC_InconsistentSwitch","FM_RTc","FM_RTc_Interference","FM_RTc_Consistent","FM_RTc_Inconsistent","FM_RTc_Pure","FM_RTc_InterferencePure","FM_RTc_ConsistentPure","FM_RTc_InconsistentPure","FM_RTc_Mixed","FM_RTc_InterferenceMixed","FM_RTc_ConsistentMixed","FM_RTc_InconsistentMixed","FM_RTc_Repeat","FM_RTc_InterferenceRepeat","FM_RTc_ConsistentRepeat","FM_RTc_InconsistentRepeat","FM_RTc_Switch","FM_RTc_InterferenceSwitch","FM_RTc_ConsistentSwitch","FM_RTc_InconsistentSwitch","FM_LogRTc","FM_LogRTc_Interference","FM_LogRTc_Consistent","FM_LogRTc_Inconsistent","FM_LogRTc_Pure","FM_LogRTc_InterferencePure","FM_LogRTc_ConsistentPure","FM_LogRTc_InconsistentPure","FM_LogRTc_Mixed","FM_LogRTc_InterferenceMixed","FM_LogRTc_ConsistentMixed","FM_LogRTc_InconsistentMixed","FM_LogRTc_Repeat","FM_LogRTc_InterferenceRepeat","FM_LogRTc_ConsistentRepeat","FM_LogRTc_InconsistentRepeat","FM_LogRTc_Switch","FM_LogRTc_InterferenceSwitch","FM_LogRTc_ConsistentSwitch","FM_LogRTc_InconsistentSwitch","FM_LogRTc_1","FM_LogRTc_Consistent_1","FM_LogRTc_Inconsistent_1","FM_LogRTc_Pure_1","FM_LogRTc_ConsistentPure_1","FM_LogRTc_InconsistentPure_1","FM_LogRTc_Mixed_1","FM_LogRTc_ConsistentMixed_1","FM_LogRTc_InconsistentMixed_1","FM_LogRTc_Repeat_1","FM_LogRTc_ConsistentRepeat_1","FM_LogRTc_InconsistentRepeat_1","FM_LogRTc_Switch_1","FM_LogRTc_ConsistentSwitch_1","FM_LogRTc_InconsistentSwitch_1","FM_EFF","FM_EFF_Interference","FM_EFF_Consistent","FM_EFF_Inconsistent","FM_EFF_Pure","FM_EFF_InterferencePure","FM_EFF_ConsistentPure","FM_EFF_InconsistentPure","FM_EFF_Mixed","FM_EFF_InterferenceMixed","FM_EFF_ConsistentMixed","FM_EFF_InconsistentMixed","FM_EFF_Repeat","FM_EFF_InterferenceRepeat","FM_EFF_ConsistentRepeat","FM_EFF_InconsistentRepeat","FM_EFF_Switch","FM_EFF_InterferenceSwitch","FM_EFF_ConsistentSwitch","FM_EFF_InconsistentSwitch"
10325,0.9453125,0.078125,0.984375,0.90625,0.953125,0.03125,0.96875,0.9375,0.9375,0.125,1,0.875,0.9375,0.117647058823529,1,0.882352941176471,0.933333333333333,0.142857142857143,1,0.857142857142857,0.740566115702479,-0.0807781061850027,0.701846031746032,0.782624137931034,0.650559016393443,-0.0198761290322581,0.640783870967742,0.66066,0.832073333333333,-0.1523,0.761,0.9133,0.817276666666667,-0.0628333333333333,0.78586,0.848693333333333,0.843535714285714,-0.204454166666667,0.7559125,0.960366666666667,-0.150833717278827,-0.0375064445919464,-0.168812013033644,-0.131305568441698,-0.204531730509805,-0.00991214685045222,-0.2094065568297,-0.199494409979247,-0.0962407371606662,-0.0712399533654636,-0.129486048731216,-0.0582460953657523,-0.100511578377531,-0.0275274583067122,-0.114275307530888,-0.0867478492241754,-0.0910898593242091,-0.0938615116031802,-0.131316221439858,-0.0374547098366776,0.2369341697056,0.228284667972314,0.246329318140031,0.21474169092894,0.212499539126083,0.217058581125225,0.259496523128537,0.2435765115421,0.277690822084466,0.25691017068596,0.249833491252374,0.263986850119546,0.261795649804611,0.242486025634559,0.28754181536468,1.27647279554953,0.244587946080264,1.40255120849099,1.15796326241072,1.46508614281286,0.0927846901127887,1.51182020005739,1.4190355099446,1.12670357580662,0.355996283854898,1.31406044678055,0.958064162925654,1.14710236843501,0.232830776487004,1.27249128343471,1.0396605069477,1.10645384365694,0.430388185457347,1.32290443669075,0.892516251233408
10380,0.9609375,0.046875,0.984375,0.9375,0.96875,0.0625,1,0.9375,0.953125,0.03125,0.96875,0.9375,0.96875,0.0625,1,0.9375,0.933333333333333,0.0089285714285714,0.9375,0.928571428571429,0.828717073170732,-0.0810620634920635,0.789174603174603,0.870236666666667,0.707309677419355,-0.0535402083333333,0.681403125,0.734943333333333,0.952114754098361,-0.105107419354839,0.900422580645161,1.00553,0.908629032258064,0.0204,0.9185,0.8981,0.976832142857143,-0.206106153846154,0.88114,1.08724615384615,-0.104124089695224,-0.0408727212922675,-0.12406200252072,-0.0831892812284525,-0.167405468837893,-0.0330777133329781,-0.183410813999011,-0.150333100666033,-0.0398053108944778,-0.0467532514619346,-0.0627987132528063,-0.0160454617908716,-0.0569716825980658,-0.00240449147393813,-0.0581351462144874,-0.0557306547405493,-0.0286555162040344,-0.0842534399674411,-0.0677731847603463,0.0164802552070948,0.257396806863388,0.248428905984449,0.266813102786273,0.229321760190722,0.222747244890662,0.236334576510786,0.285932100202818,0.27493900775868,0.297291629061761,0.277194204065373,0.278047415164792,0.276284112225991,0.29124860419346,0.27162337319216,0.313893101502652,1.15954833212665,0.170054389987078,1.24734754012631,1.07729315013923,1.36962638986437,0.191951493524284,1.46756004384336,1.27560855031907,1.00106105477023,0.143539587923223,1.07588372484604,0.932344136922817,1.06616668145913,0.0448612346017847,1.08873162765378,1.043870393052,0.955469514550801,0.209904453272808,1.06396259391243,0.854058140639624
10909,0.984375,0.03125,1,0.96875,0.96875,0.0625,1,0.9375,1,0,1,1,1,0,1,1,1,0,1,1,1.03833333333333,-0.165611038306452,0.9568421875,1.12245322580645,1.1496435483871,-0.0924377083333332,1.104915625,1.19735333333333,0.9305015625,-0.243465625,0.80876875,1.052234375,0.813465625,-0.23094375,0.69799375,0.9289375,1.04264666666667,-0.284752678571429,0.890778571428571,1.17553125,-0.0420128731110901,-0.048828799244754,-0.0660397425807309,-0.017210943335977,-0.0173254899586364,-0.0178264237766976,-0.0259511788828449,-0.00812475510614737,-0.0659287755400295,-0.0803990614771747,-0.106128306278617,-0.0257292448014422,-0.118799136126457,-0.0965797244701179,-0.167088998361516,-0.0705092738913985,-0.017088175104372,-0.0774406272704702,-0.0583898429819561,0.0190507842885141,0.292305673303539,0.279554923667747,0.30546773744371,0.308425127847851,0.304441810783528,0.312673999383129,0.276689951713736,0.254668036551966,0.298711866875505,0.251773154024001,0.228038940562059,0.275507367485943,0.299986279614497,0.274923323442416,0.321916366265068,0.948033707865168,0.182039503777207,1.0451044206284,0.863064916851194,0.842652491164863,0.122069583572123,0.905046482621693,0.78297689904957,1.07468922170671,0.286088765689938,1.23644737757239,0.950358611882453,1.2293082452009,0.356178896846537,1.43267758486376,1.07649868801722,0.959097680901808,0.271934229912784,1.12261344409786,0.850679214185076
11004,0.9921875,-0.015625,0.984375,1,1,0,1,1,0.984375,-0.03125,0.96875,1,0.96875,-0.0588235294117647,0.941176470588235,1,1,0,1,1,0.829357480314961,0.00145138888888885,0.830088888888889,0.8286375,0.74140625,-0.013175,0.73481875,0.74799375,0.918704761904762,0.0191510080645161,0.928432258064516,0.90928125,0.91201935483871,0.04851375,0.93549375,0.88698,0.90713,-0.0077571428571428,0.902992857142857,0.91075,-0.0901293989764217,-0.00384697897118738,-0.0920680340485161,-0.0882210550773287,-0.13540158455266,-0.0123968647758086,-0.141600016940564,-0.129203152164755,-0.0441386072799258,0.00630071273317732,-0.0409382452567247,-0.047238957989902,-0.0465180749353914,0.0175287515897594,-0.0380364209403465,-0.0555651725301059,-0.049797263663978,-0.0043018579857308,-0.0520915879230344,-0.0477897299373036,0.260391013622257,0.260050377408914,0.260726327394767,0.239848408492585,0.237720241174426,0.241976575810744,0.281259691849226,0.283100840618708,0.27947607897879,0.279897029449018,0.284520798286979,0.274965009355192,0.278645372722299,0.277643818114618,0.279521733004021,1.19633273172288,-0.020933344377766,1.18586697542432,1.20680031980208,1.34878819810327,0.0239702423728707,1.36087980879639,1.33690956642352,1.07148132982252,-0.0563441205573538,1.04342561515423,1.09976973571159,1.06220333467739,-0.121346568688068,1.00607456820341,1.12742113689147,1.1023778289771,0.00943231497256436,1.10742847198601,1.09799615701345
11013,0.9609375,0.078125,1,0.921875,0.984375,0.03125,1,0.96875,0.9375,0.125,1,0.875,0.9375,0.153846153846154,1,0.846153846153846,0.933333333333333,0.105263157894737,1,0.894736842105263,0.964029268292683,-0.196434295550847,0.8698046875,1.06623898305085,0.869815873015873,-0.217337802419355,0.762871875,0.980209677419355,1.06295333333333,-0.184748214285714,0.9767375,1.16148571428571,0.927333333333333,-0.445081339712919,0.764136842105263,1.20921818181818,1.06452857142857,-0.168181818181818,0.962418181818182,1.1306,-0.0586823290840085,-0.112962081904772,-0.112867392761907,9.4689142864753e-05,-0.0917184652866766,-0.106395578797106,-0.144071845329697,-0.0376762665325912,-0.0239943860712069,-0.123575473120523,-0.0816629401941175,0.0419125329264052,-0.0631370733740653,-0.18814871186079,-0.132124934389688,0.0560237774711014,4.53047264308115e-05,-0.0833290764888844,-0.0505473488561062,0.0327817276327783,0.281431810521284,0.257321624504408,0.307585232641286,0.264755391879505,0.240991002314109,0.289286374656689,0.298942050095152,0.273652246694707,0.327844682552804,0.277421815884204,0.243579145341801,0.335877337730173,0.307654458234515,0.284484039465437,0.322647082143919,0.996792868853289,0.285078909376678,1.14968338797323,0.864604478596556,1.13170503153377,0.322527155630165,1.31083610861916,0.988308952988992,0.881976631147181,0.270471063219831,1.02381653207745,0.753345468857621,1.01096333572969,0.608913293725547,1.30866612483297,0.699752831107425,0.876757428953572,0.247667052150903,1.03904936429071,0.791382312139805
11133,0.953125,0.09375,1,0.90625,0.96875,0.0625,1,0.9375,0.9375,0.125,1,0.875,0.9375,0.111111111111111,1,0.888888888888889,0.933333333333333,0.142857142857143,1,0.857142857142857,0.671068032786885,-0.00483313577586209,0.6687703125,0.673603448275862,0.54918064516129,0.0127758333333333,0.5553625,0.542586666666667,0.797018333333333,-0.0318004464285714,0.782178125,0.813978571428571,0.802656666666667,-0.00697678571428573,0.798935714285714,0.8059125,0.792657142857143,-0.0561333333333334,0.7686,0.824733333333333,-0.198734178477499,-0.00402587002706778,-0.200648116687088,-0.196622246660021,-0.279135588877691,0.00845790852451495,-0.275043052494861,-0.283500961019376,-0.115652721063967,-0.0227152710328902,-0.126253180879316,-0.103537909846425,-0.119014523538283,-0.0190890937415358,-0.129195373533769,-0.110106279792233,-0.112344296031292,-0.0307373723637345,-0.12551745561575,-0.0947800832520155,0.218644301602214,0.217875113755168,0.219493060605852,0.187497573126581,0.189174723391971,0.185708612843498,0.250829254360369,0.246575504118365,0.255690683208374,0.250607659706011,0.247544057768867,0.253288311401012,0.251209449588894,0.245446152566922,0.258893845618189,1.42031053996382,0.149905555957304,1.49528168536937,1.34537612941207,1.76399151815608,0.0727911472298992,1.80062571743681,1.72783457020691,1.17625901537188,0.203514290906903,1.27848116437672,1.07496687346982,1.16799627902341,0.148705611006464,1.25166516168832,1.10295955068185,1.17747419769551,0.261769901501108,1.30106687483737,1.03929697333626
11307,0.953125,0.09375,1,0.90625,0.96875,0.0625,1,0.9375,0.9375,0.125,1,0.875,0.96875,0.0625,1,0.9375,0.9,0.2,1,0.8,0.75115,-0.0766148168103448,0.7147265625,0.791341379310345,0.733527419354839,-0.0497341666666666,0.7094625,0.759196666666667,0.76936,-0.105791517857143,0.719990625,0.825782142857143,0.7711,0.00423666666666667,0.77315,0.768913333333333,0.754392592592593,-0.208438333333333,0.661753333333333,0.870191666666667,-0.143800922993789,-0.0441887457488692,-0.164808687366202,-0.120619941617333,-0.155300945067418,-0.0294259873639741,-0.169539326049986,-0.140113338686012,-0.131917566851038,-0.0603438896386699,-0.160078048682418,-0.0997341590437477,-0.134357252869032,-0.00156715661091922,-0.135115554454961,-0.133548397844042,-0.136300544641076,-0.118069399605362,-0.188775833354571,-0.0707064337492087,0.239389585201139,0.230494424236728,0.249204935230835,0.234739283348028,0.228839362348824,0.241032532413846,0.244194897116021,0.232149486124632,0.25796108110618,0.243795449155364,0.243935561438565,0.243645996053283,0.241523260602626,0.218967812390747,0.269717570867474,1.26888770551821,0.253929074898195,1.39913647045964,1.14520739556144,1.32067319426457,0.174659870692021,1.40951776873337,1.23485789804135,1.21854528439222,0.329305470278444,1.38890697361511,1.05960150333666,1.25632213720659,0.0741569305332654,1.29341007566449,1.21925314513122,1.19301277456477,0.591799386478587,1.51113708028168,0.919337693803089
11342,0.8984375,0.140625,0.96875,0.828125,0.875,0.25,1,0.75,0.921875,0.03125,0.9375,0.90625,0.875,-0.0317460317460317,0.857142857142857,0.888888888888889,0.966666666666667,0.0769230769230769,1,0.923076923076923,0.937593043478261,-0.072743578819233,0.904067741935484,0.976811320754717,0.840728571428571,-0.02256875,0.83105625,0.853625,1.02953220338983,-0.0968119540229885,0.981946666666667,1.07875862068966,1.10864642857143,-0.114852083333333,1.04301666666667,1.15786875,0.942586206896552,-0.0562607843137254,0.919305882352941,0.975566666666667,-0.0573782705677037,-0.0250449465859332,-0.0689207242116555,-0.0438757776257223,-0.104266174829048,0.00168803099999625,-0.103542732971906,-0.105230763971903,-0.0128744970315127,-0.0388913443327574,-0.0319905815340545,0.00690076279870288,0.0183528414737404,-0.0383818803493362,-0.00357966158302319,0.034802218766313,-0.04875161778488,-0.0293666751337185,-0.0609033454264187,-0.0315366702927002,0.280180983499598,0.273834127660841,0.287605607310973,0.258900906529631,0.257913031358934,0.260218073423893,0.300379022657532,0.290816630382875,0.310271152596833,0.31621967141142,0.304469043247407,0.325032642534429,0.282476517332186,0.276853355170683,0.290442663727647,0.958238231660719,0.223761818047649,1.0715458090851,0.847783991037453,1.04076396322917,0.324682039183858,1.20328798441742,0.878605945233563,0.895430951032557,0.114650183881581,0.954736170328327,0.840085986446746,0.78925072723817,0.0540981031224333,0.82179210029516,0.767693997172727,1.02554722273032,0.14158158676356,1.08777722322468,0.946195636461123
12026,0.9375,0.125,1,0.875,1,0,1,1,0.875,0.25,1,0.75,0.8125,0.352941176470588,1,0.647058823529412,0.933333333333333,0.142857142857143,1,0.857142857142857,0.89695,-0.238754464285714,0.78553125,1.02428571428571,0.687671875,-0.05878125,0.65828125,0.7170625,1.136125,-0.521135416666667,0.91278125,1.43391666666667,0.970115384615385,-0.243254545454545,0.8672,1.11045454545455,1.31585714285714,-0.845645833333333,0.9534375,1.79908333333333,-0.104952006820479,-0.0680250034131143,-0.136697008413266,-0.0686720050001512,-0.181396575602242,-0.0348306742127017,-0.198811912708593,-0.163981238495891,-0.0175867853556068,-0.132989077112107,-0.0745821041179383,0.0584069729941686,-0.0511656395846184,-0.102980961327896,-0.0947345078387283,0.00824645348916791,0.0208652027811978,-0.18598768053455,-0.0588438031621809,0.127143877372369,0.262624522136232,0.245037633634341,0.282723823281251,0.223996503608881,0.216744978918888,0.231248028298875,0.306770829024633,0.273330288349795,0.351358216591085,0.285247188702085,0.263452205617344,0.314967620181277,0.330956100255753,0.281602706687558,0.396760625013346,1.04520876303027,0.418769993989423,1.27302382941481,0.854253835425384,1.45418190906819,0.124528948542827,1.51910752432946,1.39457857578663,0.770161733964132,0.572509792956063,1.09555274059365,0.523042947637589,0.837529239186457,0.57043926907931,1.15313653136531,0.582697262286003,0.709296855209351,0.572403342906348,1.04883644706654,0.476433104160187
12160,0.9921875,0.015625,1,0.984375,0.984375,0.03125,1,0.96875,1,0,1,1,1,0,1,1,1,0,1,1,0.93652125984252,-0.0623711309523809,0.90558125,0.967952380952381,0.821068253968254,0.0371976814516128,0.839371875,0.802174193548387,1.0501703125,-0.156759375,0.971790625,1.12855,0.992925,-0.133009523809524,0.934733333333333,1.06774285714286,1.11283,-0.175114285714286,1.01943571428571,1.19455,-0.0598097180627487,-0.0222327127955622,-0.0708385440951929,-0.0486058312996307,-0.117716678221799,0.0174132029712028,-0.109148276759779,-0.126561479730982,-0.00280755415618332,-0.0594425145488475,-0.0325288114306071,0.0269137031182404,-0.031561893454094,-0.0410324419976079,-0.0495135868280475,-0.0084811448304396,0.0281746450306241,-0.0728735401745504,-0.0106912430624694,0.062182297112081,0.279732847043735,0.273712791092514,0.285848459438626,0.253657673358311,0.257459757639902,0.249732941196669,0.305400596140324,0.289965824545127,0.320835367735522,0.292037631182741,0.28183613264357,0.305153843590247,0.319878713383195,0.300418285561414,0.336906587727253,1.05943937692011,0.0872967957330251,1.10426314590767,1.01696635017464,1.19889545752436,-0.0162883477971418,1.19136705646708,1.20765540426422,0.952226498975613,0.142935469696145,1.02902824360957,0.886092773913429,1.00712541229197,0.133268752856831,1.06982383567506,0.936555082818228,0.898609850561182,0.143799507968891,0.980934830893842,0.837135322924951
