"ParticipantID","RS_ACC","RS_ACC_Interference","RS_ACC_Consistent","RS_ACC_Inconsistent","RS_ACC_T1True","RS_ACC_InterferenceT1True","RS_ACC_ConsistentT1True","RS_ACC_InconsistentT1True","RS_ACC_T2True","RS_ACC_InterferenceT2True","RS_ACC_ConsistentT2True","RS_ACC_InconsistentT2True","RS_ACC_Biology","RS_ACC_InterferenceBiology","RS_ACC_ConsistentBiology","RS_ACC_InconsistentBiology","RS_ACC_Physics","RS_ACC_InterferencePhysics","RS_ACC_ConsistentPhysics","RS_ACC_InconsistentPhysics","RS_RTc","RS_RTc_Interference","RS_RTc_Consistent","RS_RTc_Inconsistent","RS_RTc_T1True","RS_RTc_InterferenceT1True","RS_RTc_ConsistentT1True","RS_RTc_InconsistentT1True","RS_RTc_T2True","RS_RTc_InterferenceT2True","RS_RTc_ConsistentT2True","RS_RTc_InconsistentT2True","RS_RTc_Biology","RS_RTc_InterferenceBiology","RS_RTc_ConsistentBiology","RS_RTc_InconsistentBiology","RS_RTc_Physics","RS_RTc_InterferencePhysics","RS_RTc_ConsistentPhysics","RS_RTc_InconsistentPhysics","RS_LogRTc","RS_LogRTc_Interference","RS_LogRTc_Consistent","RS_LogRTc_Inconsistent","RS_LogRTc_T1True","RS_LogRTc_ConsistentT1True","RS_LogRTc_InconsistentT1True","RS_LogRTc_T2True","RS_LogRTc_InterferenceT2True","RS_LogRTc_ConsistentT2True","RS_LogRTc_InconsistentT2True","RS_LogRTc_Biology","RS_LogRTc_InterferenceBiology","RS_LogRTc_ConsistentBiology","RS_LogRTc_InconsistentBiology","RS_LogRTc_Physics","RS_LogRTc_InterferencePhysics","RS_LogRTc_ConsistentPhysics","RS_LogRTc_InconsistentPhysics","RS_LogRTc_1","RS_LogRTc_Consistent_1","RS_LogRTc_Inconsistent_1","RS_LogRTc_T1True_1","RS_LogRTc_ConsistentT1True_1","RS_LogRTc_InconsistentT1True_1","RS_LogRTc_T2True_1","RS_LogRTc_ConsistentT2True_1","RS_LogRTc_InconsistentT2True_1","RS_LogRTc_Biology_1","RS_LogRTc_ConsistentBiology_1","RS_LogRTc_InconsistentBiology_1","RS_LogRTc_Physics_1","RS_LogRTc_ConsistentPhysics_1","RS_LogRTc_InconsistentPhysics_1","RS_RT_Inconsistent","RS_RT_Consistent","RS_RT","RS_EFF","RS_EFF_Interference","RS_EFF_Consistent","RS_EFF_Inconsistent","RS_EFF_T1True","RS_EFF_InterferenceT1True","RS_EFF_ConsistentT1True","RS_EFF_InconsistentT1True","RS_EFF_T2True","RS_EFF_InterferenceT2True","RS_EFF_ConsistentT2True","RS_EFF_InconsistentT2True","RS_EFF_Biology","RS_EFF_InterferenceBiology","RS_EFF_ConsistentBiology","RS_EFF_InconsistentBiology","RS_EFF_Physics","RS_EFF_InterferencePhysics","RS_EFF_ConsistentPhysics","RS_EFF_InconsistentPhysics","RS_LogRTc_InterferenceT1True"
10700,0.875,0.125,0.9375,0.8125,0.8125,0.125,0.875,0.75,0.875,0,0.875,0.875,0.9375,0.125,1,0.875,0.8125,0.125,0.875,0.75,4.01479107142857,-0.582825897435897,3.74419333333333,4.32701923076923,3.48808846153846,-2.08862619047619,2.52410714285714,4.61273333333333,3.30311428571429,-1.55801428571429,2.52410714285714,4.08212142857143,2.77042,-1.05943125,2.27601875,3.33545,5.45060384615385,-0.0617428571428569,5.42210714285714,5.48385,0.445747585259443,-0.128281015732441,0.386188542240809,0.51446955797325,0.395097909524447,0.278709743957127,0.530884102686321,0.389554846088158,-0.221690204262063,0.278709743957127,0.50039994821919,0.323025323693559,-0.184391188033293,0.236976102611355,0.421367290644648,0.58735019475854,-0.0663718251821489,0.556717044674471,0.62308886985662,0.604680056545838,0.564796281942689,0.650699796472548,0.568367988940341,0.486558821392795,0.663812017745811,0.563009785529844,0.486558821392795,0.639460749666893,0.513362585276205,0.455731124133968,0.579227112295905,0.71004636954926,0.689442176581227,0.734084594678631,4.0185875,3.760946875,3.8897671875,0.217944093337004,0.0626141064297693,0.250387711460769,0.187773605030999,0.232935606123257,0.18406383294093,0.346657233816767,0.162593400875836,0.264901521507841,0.132307902149234,0.346657233816767,0.214349331667533,0.338396344236614,0.177030273254344,0.439363691533736,0.262333418279393,0.149066052667418,0.0246111470077109,0.161376375815939,0.136765228808228,-0.252174358729195
10780,0.828125,0.09375,0.875,0.78125,0.78125,0.1875,0.875,0.6875,0.875,0,0.875,0.875,0.84375,0.0625,0.875,0.8125,0.8125,0.125,0.875,0.75,5.02421320754717,-5.20154642857143,2.57065357142857,7.7722,4.230268,-4.7348948051948,2.14691428571429,6.88180909090909,5.30935357142857,-6.32487857142857,2.14691428571429,8.47179285714286,4.65375185185185,-6.79264010989011,1.38322142857143,8.17586153846154,5.40892307692308,-3.57681428571429,3.75808571428571,7.3349,0.462490895235464,-0.321981630828636,0.310612767486108,0.632594398314744,0.425560779740357,0.269985792399914,0.623565309082739,0.454837237555616,-0.369702890311405,0.269985792399914,0.639688682711319,0.352995071116565,-0.51384512124446,0.105588160887751,0.619433282132211,0.576198097205091,-0.13121490009469,0.515637374084464,0.646852274179154,0.621064996799849,0.503014921503087,0.753281081132223,0.590381732395192,0.471790191558782,0.741316420732442,0.617236038645417,0.471790191558782,0.762681885732052,0.550101803602889,0.365357374941011,0.749057342161834,0.694757543581308,0.640672468065162,0.757856798350145,7.007165625,3.33795,5.1725578125,0.164826802882494,0.239861849931415,0.340380364637676,0.100518514706261,0.184680970567349,0.307660626540651,0.407561683213116,0.0999010566724659,0.164803490336125,0.304277760346393,0.407561683213116,0.103283922866723,0.181305326725629,0.533203387082372,0.632581293151081,0.0993779060687088,0.150214744866033,0.130580421925644,0.232831304691598,0.102250882765955,-0.353579516682825
11111,0.784615384615385,0.239583333333333,0.90625,0.666666666666667,0.757575757575758,0.227941176470588,0.875,0.647058823529412,0.78125,0.1875,0.875,0.6875,0.818181818181818,0.231617647058823,0.9375,0.705882352941177,0.75,0.25,0.875,0.625,1.85319215686274,-0.740041379310345,1.53395862068966,2.274,2.14366,-1.32620779220779,1.56012857142857,2.88633636363636,1.604804,-0.101535064935065,1.56012857142857,1.66166363636364,1.84914814814815,-1.51635333333333,1.17521333333333,2.69156666666667,1.85774166666667,0.145408571428572,1.91832857142857,1.77292,0.188280131018157,-0.132547260945769,0.131102881198413,0.263650142144182,0.214142030680513,0.109028694156794,0.34792264080161,0.139982231861977,-0.0703489493299613,0.109028694156794,0.179377643486755,0.156470853685039,-0.250831209053456,0.0449903163279477,0.295821525381403,0.224065568017914,-0.00167813869989125,0.223366343559626,0.225044482259517,0.420509541838044,0.383070826228511,0.469860576050611,0.443333145197648,0.375560490373803,0.529589251337087,0.390771910945549,0.375560490373803,0.410131900764135,0.405424141386528,0.330023980911638,0.499674341980141,0.437480617346,0.439906731925161,0.434084056935174,2.10218181818182,1.596084375,1.85302615384615,0.423385875938334,0.297622527544462,0.590791686148977,0.293169158604515,0.353402945231873,0.336671233540013,0.560851211896455,0.224179978356442,0.486819574228379,0.147109233703735,0.560851211896455,0.41374197819272,0.442464179520281,0.535470447711022,0.797727504793456,0.262257057082434,0.403715981321407,0.103600464164758,0.456126240849549,0.352525776684791,-0.238893946644816
11620,0.793650793650794,0.292338709677419,0.9375,0.645161290322581,0.774193548387097,0.208333333333333,0.875,0.666666666666667,0.75,0.25,0.875,0.625,0.806451612903226,0.4,1,0.6,0.78125,0.1875,0.875,0.6875,1.7069289,-0.676035583333333,1.43651466666667,2.11255025,1.690744375,-0.767507357142857,1.37094964285714,2.138457,1.66915541666667,-0.715693857142857,1.37094964285714,2.0866435,1.4369584,-0.294367951388889,1.3309859375,1.62535388888889,1.9768994,-0.954046525974026,1.55711892857143,2.51116545454545,0.18233562245459,-0.144739730740908,0.124439730158226,0.269179460899135,0.171213397869862,0.10229034950869,0.267705665575503,0.172441560639555,-0.168362906714077,0.10229034950869,0.270653256222766,0.127412495098535,-0.0999390093684371,0.0914344517258981,0.191373461094335,0.237258749810644,-0.170678866918278,0.162160048366602,0.33283891528488,0.411816503022945,0.375061086899998,0.466949627207365,0.406598213007131,0.362784419041258,0.467937524559352,0.405774965213808,0.362784419041258,0.465961729855378,0.376551362652328,0.356461462754548,0.412266740248383,0.447081643393562,0.396317800209085,0.511690171082896,1.99860887096774,1.41339421875,1.70135698412698,0.464958319969153,0.347226721986334,0.652621251807616,0.305394529821281,0.457901004926955,0.326492458856672,0.63824372000743,0.311751261150758,0.449329039411898,0.338719627846982,0.63824372000743,0.299524092160448,0.561221266324221,0.382172362417974,0.751322738900087,0.369150376482113,0.395189557951204,0.288157979773163,0.561935240747966,0.273777260974803,-0.165415316066813
11738,0.71875,0.125,0.78125,0.65625,0.65625,0.1875,0.75,0.5625,0.75,0,0.75,0.75,0.6875,0.125,0.75,0.625,0.75,0.125,0.8125,0.6875,1.64527826086957,-0.744749333333333,1.305284,2.05003333333333,1.6681619047619,-0.953602777777778,1.259475,2.21307777777778,1.5936125,-0.668275,1.259475,1.92775,1.22676363636364,-0.114246666666667,1.17483333333333,1.28908,2.02891666666667,-1.31610909090909,1.4257,2.74180909090909,0.131874278642571,-0.125203641894087,0.0747160942996179,0.199919736193705,0.130818921496945,0.0561334627512726,0.230399533157842,0.116596675610937,-0.12092642571933,0.0561334627512726,0.177059888470602,0.0374710021972223,-0.00999024029426716,0.0329299838816463,0.0429202241759134,0.21841061538414,-0.229358676769197,0.113287888531592,0.342646565300789,0.388324085855254,0.349421482683413,0.434636708678874,0.388781199631193,0.34016432864211,0.453603694283302,0.380287899058832,0.34016432864211,0.420411469475553,0.330125273546688,0.325812798176053,0.33530024399145,0.441672997138106,0.371214114536361,0.524942585667441,1.83215625,1.340396875,1.5862765625,0.436856194538257,0.278412003229834,0.598528749299003,0.32011674606917,0.39339706663165,0.341315301185871,0.595486214494135,0.254170913308263,0.470628838566465,0.206431617165643,0.595486214494135,0.389054597328492,0.560417654730851,0.153546521137563,0.638388423889913,0.484841902752351,0.369655399022467,0.319148637325841,0.569895489934769,0.250746852608928,-0.17426607040657
12073,0.8125,0.0625,0.84375,0.78125,0.8125,0,0.8125,0.8125,0.78125,0.0625,0.8125,0.75,0.84375,0.1875,0.9375,0.75,0.78125,-0.0625,0.75,0.8125,2.66055192307692,-1.17159481481481,2.09728518518519,3.26888,2.68524615384615,-1.1726,2.09894615384615,3.27154615384615,2.659128,-1.16704551282051,2.09894615384615,3.26599166666667,1.75379259259259,-0.146983333333333,1.68846666666667,1.83545,3.639852,-1.98373782051282,2.60830833333333,4.59204615384615,0.326740453288085,-0.15433532640949,0.252540777129676,0.406876103539167,0.316146751913362,0.220748266476035,0.411545237350689,0.307661678684346,-0.181069608767315,0.220748266476035,0.40181787524335,0.201576981202401,-0.0432983807197888,0.182333256438051,0.22563163715784,0.461917003140624,-0.233878509896953,0.340300177994208,0.574178687891161,0.510816016598197,0.457804639548221,0.568068303812171,0.50594513744343,0.441854990719122,0.570035284167738,0.50141455121889,0.441854990719122,0.565937408426973,0.422981183005082,0.41146522267171,0.437376133421797,0.605677636878761,0.51572891064386,0.688707230326362,3.08186875,2.197734375,2.6398015625,0.305387762949706,0.163309571614663,0.402305802739697,0.238996231125034,0.302579336660154,0.138745501350415,0.38709902038752,0.248353519037105,0.293799320679561,0.15745973267756,0.38709902038752,0.22963928770996,0.481100218785109,0.146618353863418,0.555237493583922,0.408619139720505,0.214637847912498,0.110606317166554,0.28754269210248,0.176936374935926,-0.190796970874654
12656,0.73015873015873,0.421370967741935,0.9375,0.516129032258065,0.612903225806452,0.541666666666667,0.875,0.333333333333333,0.78125,0.1875,0.875,0.6875,0.806451612903226,0.4,1,0.6,0.65625,0.4375,0.875,0.4375,3.88557815217391,0.8506718125,4.181464,3.3307921875,4.77125315789474,2.35721485714286,5.39157285714286,3.034358,4.5441162,1.92603785714286,5.39157285714286,3.465535,3.9959176,1.90438253472222,4.6814953125,2.77711277777778,3.75422166666667,-0.432666071428572,3.60999964285714,4.04266571428571,0.449199935949501,-0.030570491978051,0.43856672134844,0.469137213326491,0.468344905141531,0.479223885473319,0.437883760212524,0.481036440351508,-0.00411944290497512,0.479223885473319,0.483343328378294,0.385754330767637,-0.0149056011080019,0.380388314368757,0.395293915476759,0.524730418308862,-0.0590222669509259,0.50505632932522,0.564078596276146,0.599791201807876,0.596384975651684,0.606177875850735,0.616795376029926,0.628841962078828,0.583064935092999,0.623492352290015,0.628841962078828,0.616683758013343,0.558896487598917,0.563030958453327,0.551546317191075,0.648475385389971,0.634503852449807,0.676418451270298,4.26961564516129,4.10537015625,4.18618936507936,0.187915080217913,0.0692469316374033,0.224203771693359,0.154956840055956,0.128457494398995,0.0524373030616894,0.162290304366523,0.109853001304834,0.171925621092172,-0.0360917636258646,0.162290304366523,0.198382067992388,0.2018188795743,-0.00244475892840373,0.21360696385403,0.216051722782434,0.174803210430213,0.134161623514522,0.242382295447398,0.108220671932876,0.0413401252607944
12703,0.859375,0.15625,0.9375,0.78125,0.8125,0.25,0.9375,0.6875,0.90625,0.0625,0.9375,0.875,0.84375,0.3125,1,0.6875,0.875,0,0.875,0.875,2.88509454545455,0.79474,3.24634,2.4516,2.36664230769231,-0.0461751515151518,2.34710666666667,2.39328181818182,2.4196724137931,-0.150314761904762,2.34710666666667,2.49742142857143,2.28828518518519,0.680681818181818,2.5656,1.88491818181818,3.46058928571429,1.12747857142857,4.02432857142857,2.89685,0.340860352158724,0.041237857548759,0.359604832862705,0.318366975313946,0.317291446563711,0.308446786232497,0.329352347015367,0.309068977902313,-0.00128882560176058,0.308446786232497,0.309735611834258,0.278126242396513,0.0848304521441301,0.312686796973751,0.227856344829621,0.401353958000855,0.0237429746127367,0.413225445307224,0.389482470694487,0.523864754578021,0.540980633559229,0.503325699800572,0.499665547671798,0.494520107419288,0.50668205710704,0.497497982004351,0.494520107419288,0.500688561916918,0.477826610424078,0.503397058587712,0.440633231276974,0.568258679297895,0.583933290669534,0.552584067926256,2.45723125,3.1230875,2.790159375,0.29786718821882,-0.0298826835870729,0.288786756778403,0.318669440365476,0.343313392716393,0.112165497596943,0.399427948168809,0.287262450571866,0.374534170342238,0.0490665754386505,0.399427948168809,0.350361372730159,0.368725893722778,0.0250350561468851,0.389772372934206,0.364737316787321,0.252847110060735,-0.0846246547142239,0.217427574431227,0.302052229145451,-0.0209055607828701
12970,0.8125,0.3125,0.96875,0.65625,0.84375,0.1875,0.9375,0.75,0.75,0.375,0.9375,0.5625,0.84375,0.3125,1,0.6875,0.78125,0.3125,0.9375,0.625,1.96167692307692,-0.871657757296467,1.60966129032258,2.48131904761905,2.28141481481482,-1.32349833333333,1.69319333333333,3.01669166666667,1.72105416666667,-0.0742955555555556,1.69319333333333,1.76748888888889,1.33821481481481,-0.199821022727273,1.25680625,1.45662727272727,2.635016,-1.62244,1.98604,3.60848,0.219493558125659,-0.137756809379644,0.163861000491572,0.301617809871216,0.260665537302926,0.177478445828691,0.364649401645718,0.192514911457387,-0.040097241676521,0.177478445828691,0.217575687505212,0.101582571146952,-0.0780087930425841,0.0698012110184923,0.147810004061076,0.346837424062662,-0.206614953666179,0.264191442596191,0.470806396262369,0.437721874921845,0.400161349730496,0.493168364490027,0.468129241595647,0.410057160834975,0.540719342546486,0.41744837317739,0.410057160834975,0.429767060414747,0.360762709824122,0.344191914942124,0.384865684197937,0.520837773227386,0.459862080171427,0.612301312811325,2.529440625,1.60191875,2.0656796875,0.414186449583951,0.337358420299273,0.601834687722322,0.264476267423049,0.369836293917679,0.305070785426456,0.55368750959725,0.248616724170794,0.435779427821611,0.235439398655173,0.55368750959725,0.318248110942077,0.630504154235327,0.323686862388953,0.795667589972599,0.471980727583646,0.296487763262159,0.298841751679103,0.472044873215041,0.173203121535938,-0.187170955817027
13339,0.6875,0.25,0.8125,0.5625,0.75,-0.125,0.6875,0.8125,0.5,0.375,0.6875,0.3125,0.6875,0.25,0.8125,0.5625,0.6875,0.25,0.8125,0.5625,2.15931818181818,-0.274790598290598,2.04690384615385,2.32169444444444,2.6373375,0.11398951048951,2.69908181818182,2.58509230769231,2.3671375,1.06222181818182,2.69908181818182,1.63686,1.47956818181818,0.0278504273504274,1.49096153846154,1.46311111111111,2.83906818181818,-0.577431623931624,2.60284615384615,3.18027777777778,0.24144650314711,-0.0705413771782991,0.212588667028715,0.283130044207014,0.317863332318023,0.319695380237319,0.316313137924772,0.28130744908217,0.122841379696476,0.319695380237319,0.196854000540843,0.113532287758092,-0.043039754781329,0.095925115347548,0.138964870128877,0.369360718536128,-0.0980429995752692,0.329252218709881,0.42729521828515,0.456167772628905,0.439073158993441,0.480859992324574,0.507854939147104,0.509935668281592,0.506094322187152,0.48034662653168,0.509935668281592,0.415250734681872,0.372716629751082,0.365865950718654,0.382612055020146,0.539618915506727,0.512280367268228,0.579107929629002,2.286440625,2.073459375,2.17995,0.318387538153879,0.154661026878319,0.396940970884732,0.242279944006413,0.284377710475053,-0.0595858725152308,0.254716250307344,0.314302122822574,0.211225583642691,0.0638019387596241,0.254716250307344,0.190914311547719,0.464662601188922,0.160495603042541,0.544950341803173,0.384454738760632,0.242156917682658,0.135286945789001,0.312158288264326,0.176871342475325,0.00338224231254736
